channel,author,is_bot,content,created_at
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on LMT at 2025-09-30T19:50:02Z | Price: 498.48,2025-09-30T19:50:07.018000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on ULTA at 2025-09-30T19:55:04Z | Price: 546.65,2025-09-30T19:55:05.289000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on GE at 2025-09-30T19:55:04Z | Price: 300.83,2025-09-30T19:55:05.850000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on ORCL at 2025-09-30T20:00:04Z | Price: 281.21,2025-09-30T20:00:16.333000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on AMZN at 2025-09-30T20:00:11Z | Price: 219.54,2025-09-30T20:00:19.021000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on GE at 2025-10-01T13:35:00Z | Price: 295.62,2025-10-01T13:35:01.408000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on META  Momentum weakening at 2025-10-01T13:35:00Z | Price: $716.53,2025-10-01T13:35:01.697000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on ORCL at 2025-10-01T13:35:00Z | Price: 278.9,2025-10-01T13:35:02.057000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on LMT at 2025-10-01T13:35:02Z | Price: 496.16,2025-10-01T13:35:05.397000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on OKLO at 2025-10-01T13:40:00Z | Price: 109.76,2025-10-01T13:40:02.199000+00:00
asumasnam-alerts,A+ Bot,True,🔥 **CALL ALERT** on CVNA at 2025-10-01T13:40:03Z | Price: $396.96,2025-10-01T13:40:04.884000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on PSX  Momentum weakening at 2025-10-01T13:40:50Z | Price: $135.53,2025-10-01T13:40:51.039000+00:00
asumasnam-alerts,A+ Bot,True,📉 Exit Alert momentum weakening on CVX at 2025-10-01T13:50:00Z | Price: 154.22,2025-10-01T13:50:02.617000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on TSLA at 2025-10-01T14:00:00Z | Price: 445.7,2025-10-01T14:00:15.157000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on AMD at 2025-10-01T14:05:00Z | Price: 163.67,2025-10-01T14:05:02.820000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on TSM at 2025-10-01T14:10:03Z | Price: 283.66,2025-10-01T14:10:05.257000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on CAT at 2025-10-01T14:15:21Z | Price: 478.24,2025-10-01T14:15:21.596000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on LMT at 2025-10-01T14:15:28Z | Price: 500.33,2025-10-01T14:15:28.975000+00:00
asumasnam-alerts,A+ Bot,True,🔥 **CALL ALERT** on PSX at 2025-10-01T14:30:00Z | Price: $136.44,2025-10-01T14:30:02.692000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on TSM at 2025-10-01T14:30:01Z | Price: 284.8,2025-10-01T14:30:06.113000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on LMT at 2025-10-01T14:30:01Z | Price: 501.72,2025-10-01T14:30:09.306000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on TSLA at 2025-10-01T14:30:03Z | Price: 455.72,2025-10-01T14:30:11.448000+00:00
asumasnam-alerts,A+ Bot,True,🔥 **CALL ALERT** on NVDA at 2025-10-01T14:35:00Z | Price: $187.18,2025-10-01T14:35:00.509000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on CAT at 2025-10-01T14:35:06Z | Price: 479.72,2025-10-01T14:35:06.787000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on PSX  Momentum weakening at 2025-10-01T14:35:14Z | Price: $135.43,2025-10-01T14:35:15.045000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on LMT at 2025-10-01T14:50:03Z | Price: 503.26,2025-10-01T14:50:04.915000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on ORCL at 2025-10-01T14:55:00Z | Price: 282.19,2025-10-01T14:55:00.922000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on TSLA at 2025-10-01T15:00:00Z | Price: 458.68,2025-10-01T15:00:00.834000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on ORCL at 2025-10-01T15:00:00Z | Price: 283.74,2025-10-01T15:00:13.098000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on ORCL at 2025-10-01T15:05:01Z | Price: 287.09,2025-10-01T15:05:03.149000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on NVDA  Momentum weakening at 2025-10-01T15:20:00Z | Price: $186.89,2025-10-01T15:20:00.823000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on CAT at 2025-10-01T15:30:31Z | Price: 481.78,2025-10-01T15:30:31.999000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on ULTA at 2025-10-01T15:36:00Z | Price: 547.89,2025-10-01T15:36:00.300000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on LMT at 2025-10-01T15:40:05Z | Price: 502.03,2025-10-01T15:40:05.532000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on ULTA at 2025-10-01T15:41:00Z | Price: 547.34,2025-10-01T15:41:00.347000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on TSM at 2025-10-01T15:45:03Z | Price: 286.64,2025-10-01T15:45:06.160000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on CAT at 2025-10-01T15:50:01Z | Price: 482.99,2025-10-01T15:50:03.428000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on ORCL at 2025-10-01T15:55:00Z | Price: 288.5,2025-10-01T15:55:01.889000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on AMZN at 2025-10-01T15:55:01Z | Price: 220.96,2025-10-01T15:55:03.327000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on ULTA at 2025-10-01T15:56:00Z | Price: 550.72,2025-10-01T15:56:00.276000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on TSM at 2025-10-01T16:15:04Z | Price: 287.74,2025-10-01T16:15:06.543000+00:00
asumasnam-alerts,A+ Bot,True,📉 Exit Alert momentum weakening on CVX at 2025-10-01T16:40:01Z | Price: 153.985,2025-10-01T16:40:03.350000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on BA  Momentum weakening at 2025-10-01T16:55:02Z | Price: $214.72,2025-10-01T16:55:04.040000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on ORCL at 2025-10-01T17:05:00Z | Price: 289.55,2025-10-01T17:05:00.463000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on ULTA at 2025-10-01T17:10:05Z | Price: 549.94,2025-10-01T17:10:06.176000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on TSM at 2025-10-01T17:25:06Z | Price: 288.9,2025-10-01T17:25:06.460000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on META  Momentum weakening at 2025-10-01T17:40:07Z | Price: $718.76,2025-10-01T17:40:07.596000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on ORCL at 2025-10-01T17:45:00Z | Price: 288.2,2025-10-01T17:45:01.592000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on ULTA at 2025-10-01T17:45:11Z | Price: 553.5,2025-10-01T17:45:11.516000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on TSM at 2025-10-01T18:00:02Z | Price: 286.86,2025-10-01T18:00:09.588000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on LMT at 2025-10-01T18:05:04Z | Price: 497.53,2025-10-01T18:05:04.386000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on ULTA at 2025-10-01T18:06:00Z | Price: 555.1,2025-10-01T18:06:00.285000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on ULTA at 2025-10-01T18:15:22Z | Price: 556.22,2025-10-01T18:15:22.741000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on AMZN at 2025-10-01T18:25:00Z | Price: 221.98,2025-10-01T18:25:00.757000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on COST at 2025-10-01T18:35:28Z | Price: 917.15,2025-10-01T18:35:28.823000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on ULTA at 2025-10-01T18:45:21Z | Price: 557.5,2025-10-01T18:45:21.530000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on DE at 2025-10-01T18:50:20Z | Price: 453.33,2025-10-01T18:50:20.801000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on NVDA  Momentum weakening at 2025-10-01T19:00:00Z | Price: $187.41,2025-10-01T19:00:02.563000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on TSLA at 2025-10-01T19:00:00Z | Price: 460.09,2025-10-01T19:00:03.810000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on ULTA at 2025-10-01T19:00:05Z | Price: 556.51,2025-10-01T19:00:13.390000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on AMZN at 2025-10-01T19:10:01Z | Price: 221.66,2025-10-01T19:10:03.171000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on COST at 2025-10-01T19:15:11Z | Price: 918.24,2025-10-01T19:15:11.823000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on ORCL at 2025-10-01T19:30:00Z | Price: 289.56,2025-10-01T19:30:02.714000+00:00
asumasnam-alerts,A+ Bot,True,📉 Exit Alert momentum weakening on CVX at 2025-10-01T19:50:00Z | Price: 154.66,2025-10-01T19:50:02.416000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on GE at 2025-10-01T19:55:00Z | Price: 301.15,2025-10-01T19:55:01.498000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on META  Momentum weakening at 2025-10-01T19:55:00Z | Price: $716.91,2025-10-01T19:55:02.039000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on ULTA at 2025-10-01T19:55:02Z | Price: 556.65,2025-10-01T19:55:04.612000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on ORCL at 2025-10-02T13:35:00Z | Price: 294.23,2025-10-02T13:35:01.136000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on AMD at 2025-10-02T13:35:00Z | Price: 169.07,2025-10-02T13:35:01.835000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on OKLO at 2025-10-02T13:35:01Z | Price: 118.45,2025-10-02T13:35:03.740000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on DE at 2025-10-02T13:35:02Z | Price: 459.98,2025-10-02T13:35:04.925000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on CAT at 2025-10-02T13:35:02Z | Price: 494.29,2025-10-02T13:35:05.075000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on PSX  Momentum weakening at 2025-10-02T13:35:04Z | Price: $134.05,2025-10-02T13:35:05.206000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on LMT at 2025-10-02T13:35:16Z | Price: 499.94,2025-10-02T13:35:16.885000+00:00
asumasnam-alerts,A+ Bot,True,🔥 **CALL ALERT** on BA at 2025-10-02T13:40:03Z | Price: $216.78,2025-10-02T13:40:07.158000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on LMT at 2025-10-02T13:40:36Z | Price: 503.555,2025-10-02T13:40:37.143000+00:00
asumasnam-alerts,A+ Bot,True,🔥 **CALL ALERT** on META at 2025-10-02T13:45:01Z | Price: $726,2025-10-02T13:45:06.773000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on ORCL at 2025-10-02T13:50:01Z | Price: 288.27,2025-10-02T13:50:05.056000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on GE at 2025-10-02T13:50:01Z | Price: 300.04,2025-10-02T13:50:05.742000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on CVX at 2025-10-02T13:50:06Z | Price: 155.68,2025-10-02T13:50:07.521000+00:00
asumasnam-alerts,A+ Bot,True,🔥 **CALL ALERT** on QCOM at 2025-10-02T14:00:01Z | Price: $168.95,2025-10-02T14:00:05.742000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on QCOM  Momentum weakening at 2025-10-02T14:10:02Z | Price: $168.335,2025-10-02T14:10:04.850000+00:00
asumasnam-alerts,A+ Bot,True,📉 Exit Alert momentum weakening on CVX at 2025-10-02T14:15:12Z | Price: 155.5,2025-10-02T14:15:12.409000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on OKLO at 2025-10-02T14:40:01Z | Price: 121.3,2025-10-02T14:40:03.689000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on META  Momentum weakening at 2025-10-02T14:50:01Z | Price: $720.39,2025-10-02T14:50:02.913000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on OKLO at 2025-10-02T14:55:00Z | Price: 123.87,2025-10-02T14:55:01.581000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on GE at 2025-10-02T14:55:03Z | Price: 296.94,2025-10-02T14:55:04.025000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on PSX  Momentum weakening at 2025-10-02T15:15:29Z | Price: $134.34,2025-10-02T15:15:29.329000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on OKLO at 2025-10-02T15:25:01Z | Price: 125.31,2025-10-02T15:25:03.511000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on DE at 2025-10-02T15:25:17Z | Price: 461.99,2025-10-02T15:25:17.260000+00:00
asumasnam-alerts,A+ Bot,True,🔥 **CALL ALERT** on BA at 2025-10-02T15:35:06Z | Price: $217.8,2025-10-02T15:35:06.764000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on OKLO at 2025-10-02T15:45:00Z | Price: 126.6,2025-10-02T15:45:02.985000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on OKLO at 2025-10-02T15:50:00Z | Price: 127.81,2025-10-02T15:50:02.134000+00:00
asumasnam-alerts,A+ Bot,True,🔥 **CALL ALERT** on BA at 2025-10-02T15:50:01Z | Price: $218.86,2025-10-02T15:50:02.750000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on AMD at 2025-10-02T16:00:00Z | Price: 170.44,2025-10-02T16:00:05.397000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on OKLO at 2025-10-02T16:10:00Z | Price: 124.96,2025-10-02T16:10:02.673000+00:00
asumasnam-alerts,A+ Bot,True,📉 Exit Alert momentum weakening on CVX at 2025-10-02T16:15:03Z | Price: 154.31,2025-10-02T16:15:08.819000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on AMZN at 2025-10-02T16:20:00Z | Price: 221.76,2025-10-02T16:20:01.229000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on GE at 2025-10-02T16:30:32Z | Price: 298.365,2025-10-02T16:30:32.822000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on LMT at 2025-10-02T16:50:13Z | Price: 498.83,2025-10-02T16:50:13.611000+00:00
asumasnam-alerts,A+ Bot,True,🔥 **CALL ALERT** on META at 2025-10-02T17:00:02Z | Price: $723.12,2025-10-02T17:00:10.720000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on BA  Momentum weakening at 2025-10-02T17:05:07Z | Price: $217.29,2025-10-02T17:05:08.265000+00:00
asumasnam-alerts,A+ Bot,True,🔥 **CALL ALERT** on META at 2025-10-02T17:15:11Z | Price: $724.13,2025-10-02T17:15:11.892000+00:00
asumasnam-alerts,A+ Bot,True,🔥 **CALL ALERT** on QCOM at 2025-10-02T17:25:17Z | Price: $168.86,2025-10-02T17:25:17.422000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on OKLO at 2025-10-02T17:35:03Z | Price: 128.3,2025-10-02T17:35:03.369000+00:00
asumasnam-alerts,A+ Bot,True,🔥 **CALL ALERT** on META at 2025-10-02T17:45:02Z | Price: $726.08,2025-10-02T17:45:04.678000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on QCOM  Momentum weakening at 2025-10-02T18:15:07Z | Price: $169.005,2025-10-02T18:15:08.545000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on DE at 2025-10-02T18:15:34Z | Price: 460.87,2025-10-02T18:15:34.407000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on AMZN at 2025-10-02T18:35:00Z | Price: 221.95,2025-10-02T18:35:00.383000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on LMT at 2025-10-02T18:40:05Z | Price: 500.24,2025-10-02T18:40:05.250000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on COST at 2025-10-02T18:40:14Z | Price: 917.05,2025-10-02T18:40:14.334000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on LMT at 2025-10-02T18:45:20Z | Price: 499.66,2025-10-02T18:45:21.051000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on COST at 2025-10-02T18:55:06Z | Price: 918.1,2025-10-02T18:55:06.635000+00:00
asumasnam-alerts,A+ Bot,True,📉 Exit Alert momentum weakening on CVX at 2025-10-02T19:00:00Z | Price: 153.66,2025-10-02T19:00:08.606000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on META  Momentum weakening at 2025-10-02T19:15:00Z | Price: $725.635,2025-10-02T19:15:01.002000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on GE at 2025-10-02T19:45:08Z | Price: 299.69,2025-10-02T19:45:09.207000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on DE at 2025-10-02T19:45:16Z | Price: 461.94,2025-10-02T19:45:16.691000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on QCOM  Momentum weakening at 2025-10-02T19:50:00Z | Price: $168.91,2025-10-02T19:50:02.626000+00:00
asumasnam-alerts,A+ Bot,True,🔥 **CALL ALERT** on META at 2025-10-02T20:00:23Z | Price: $726.99,2025-10-02T20:00:24.082000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on META  Momentum weakening at 2025-10-03T13:35:00Z | Price: $720.69,2025-10-03T13:35:01.168000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on OKLO at 2025-10-03T13:35:00Z | Price: 126.44,2025-10-03T13:35:02.295000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on AMZN at 2025-10-03T13:35:00Z | Price: 223.63,2025-10-03T13:35:02.454000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on GE at 2025-10-03T13:35:04Z | Price: 298.73,2025-10-03T13:35:06.019000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on CVNA  Momentum weakening at 2025-10-03T13:35:09Z | Price: $391.14,2025-10-03T13:35:09.399000+00:00
asumasnam-alerts,A+ Bot,True,🔥 **CALL ALERT** on PSX at 2025-10-03T13:35:21Z | Price: $136.91,2025-10-03T13:35:21.772000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on CAT at 2025-10-03T13:40:07Z | Price: 496.2,2025-10-03T13:40:08.248000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on TSM at 2025-10-03T13:45:00Z | Price: 294.3,2025-10-03T13:45:02.856000+00:00
asumasnam-alerts,A+ Bot,True,🔥 **CALL ALERT** on QCOM at 2025-10-03T13:45:00Z | Price: $171.3,2025-10-03T13:45:05.740000+00:00
asumasnam-alerts,A+ Bot,True,📉 Exit Alert momentum weakening on CVX at 2025-10-03T13:45:00Z | Price: 153.29,2025-10-03T13:45:08.811000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on NVDA  Momentum weakening at 2025-10-03T13:45:00Z | Price: $189.51,2025-10-03T13:45:10.687000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on LMT at 2025-10-03T13:45:02Z | Price: 501.33,2025-10-03T13:45:10.697000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on CAT at 2025-10-03T13:50:07Z | Price: 497.24,2025-10-03T13:50:07.923000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on TSM at 2025-10-03T14:00:01Z | Price: 291.86,2025-10-03T14:00:06.276000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on ULTA at 2025-10-03T14:00:56Z | Price: 561.82,2025-10-03T14:00:57.005000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on LMT at 2025-10-03T14:10:13Z | Price: 502.78,2025-10-03T14:10:13.162000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on DE at 2025-10-03T14:10:28Z | Price: 463.68,2025-10-03T14:10:28.940000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on LMT at 2025-10-03T14:20:03Z | Price: 504.26,2025-10-03T14:20:05.095000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on CAT at 2025-10-03T14:25:00Z | Price: 498.6,2025-10-03T14:25:01.549000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on CAT at 2025-10-03T14:30:03Z | Price: 500.1,2025-10-03T14:30:10.759000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on QCOM  Momentum weakening at 2025-10-03T14:35:02Z | Price: $169.85,2025-10-03T14:35:03.167000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on OKLO at 2025-10-03T14:40:01Z | Price: 126.58,2025-10-03T14:40:03.042000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on CAT at 2025-10-03T14:40:17Z | Price: 501.33,2025-10-03T14:40:17.398000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on GE at 2025-10-03T15:00:02Z | Price: 300.94,2025-10-03T15:00:12.098000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on LMT at 2025-10-03T15:05:02Z | Price: 505.34,2025-10-03T15:05:04.049000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on CAT at 2025-10-03T15:05:13Z | Price: 502.41,2025-10-03T15:05:13.997000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on ULTA at 2025-10-03T15:05:13Z | Price: 555.62,2025-10-03T15:05:14.232000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on GE at 2025-10-03T15:10:28Z | Price: 302.28,2025-10-03T15:10:28.392000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on OKLO at 2025-10-03T15:15:03Z | Price: 127.84,2025-10-03T15:15:06.851000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on LMT at 2025-10-03T15:15:14Z | Price: 504.56,2025-10-03T15:15:14.784000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on BA  Momentum weakening at 2025-10-03T15:20:01Z | Price: $216.59,2025-10-03T15:20:04.515000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on OKLO at 2025-10-03T15:35:03Z | Price: 127.79,2025-10-03T15:35:04.528000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on ULTA at 2025-10-03T15:40:57Z | Price: 557.83,2025-10-03T15:40:58.194000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on LMT at 2025-10-03T15:50:03Z | Price: 506.6,2025-10-03T15:50:04.711000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on ULTA at 2025-10-03T15:50:44Z | Price: 559.29,2025-10-03T15:50:44.487000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on NVDA  Momentum weakening at 2025-10-03T15:55:00Z | Price: $188.78,2025-10-03T15:55:00.735000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on CAT at 2025-10-03T15:55:07Z | Price: 502.76,2025-10-03T15:55:07.746000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on DE at 2025-10-03T16:11:00Z | Price: 463.23,2025-10-03T16:11:00.262000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on DE at 2025-10-03T16:20:04Z | Price: 464.43,2025-10-03T16:20:04.952000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on CAT at 2025-10-03T16:25:00Z | Price: 503.82,2025-10-03T16:25:02.071000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on LMT at 2025-10-03T16:25:06Z | Price: 505.12,2025-10-03T16:25:06.802000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on AMZN at 2025-10-03T16:35:00Z | Price: 222.075,2025-10-03T16:35:02.481000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on OKLO at 2025-10-03T16:40:11Z | Price: 128.9,2025-10-03T16:40:12.067000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on OKLO at 2025-10-03T16:45:00Z | Price: 130.25,2025-10-03T16:45:04.243000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on OKLO at 2025-10-03T17:05:01Z | Price: 127.47,2025-10-03T17:05:05.021000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on GE at 2025-10-03T17:20:26Z | Price: 300.47,2025-10-03T17:20:26.853000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on PSX  Momentum weakening at 2025-10-03T17:45:02Z | Price: $135.17,2025-10-03T17:45:06.643000+00:00
asumasnam-alerts,A+ Bot,True,🔥 CALL Alert confirmed on COST at 2025-10-03T17:45:05Z | Price: 916.84,2025-10-03T17:45:07.966000+00:00
asumasnam-alerts,A+ Bot,True,**Exit Alert** on BA  Momentum weakening at 2025-10-03T17:50:01Z | Price: $216.31,2025-10-03T17:50:03.539000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on ULTA at 2025-10-03T17:51:00Z | Price: 557.49,2025-10-03T17:51:00.317000+00:00
asumasnam-alerts,A+ Bot,True,Exit Alert momentum weakening on TSM at 2025-10-03T17:55:01Z | Price: 290.64,2025-10-03T17:55:04.026000+00:00
